34.62365962,78.02469282,0
30.28671077,43.89499752,0
35.84740877,72.90219803,0
60.18259939,86.3085521,1
79.03273605,75.34437644,1
45.08327748,56.31637178,0
61.10666454,96.51142588,1
75.02474557,46.55401354,1
76.0987867,87.42056972,1
84.43281996,43.53339331,1
95.86155507,38.22527806,0
75.01365839,30.60326323,0
82.30705337,76.4819633,1
69.36458876,97.71869196,1
39.53833914,76.03681085,0
53.97105215,89.20735014,1
69.07014406,52.74046973,1
67.94685548,46.67857411,0
70.66150955,92.92713789,1
76.97878373,47.57596365,1
67.37202755,42.83843832,0
89.67677575,65.79936593,1
50.53478829,48.85581153,0
34.21206098,44.2095286,0
77.92409145,68.97235999,1
62.27101367,69.95445795,1
80.19018075,44.82162893,1
93.1143888,38.80067034,0
61.83020602,50.25610789,0
38.7858038,64.99568096,0
61.37928945,72.80788731,1
85.40451939,57.05198398,1
52.10797973,63.12762377,0
52.04540477,69.43286012,1
40.23689374,71.16774802,0
54.63510555,52.21388588,0
33.91550011,98.86943574,0
64.17698887,80.90806059,1
74.78925296,41.57341523,0
34.18364003,75.23772034,0
83.90239366,56.30804622,1
51.54772027,46.85629026,0
94.44336777,65.56892161,1
82.36875376,40.61825516,0
51.04775177,45.82270146,0
62.22267576,52.06099195,0
77.19303493,70.4582,1
97.77159928,86.72782233,1
62.0730638,96.76882412,1
91.5649745,88.69629255,1
